"COUNTRY","ISO COUNTRY CODE (ISO 3166)","MIC","OPERATING MIC","O/S","NAME-INSTITUTION DESCRIPTION","ACRONYM","CITY","WEBSITE","STATUS DATE","STATUS","CREATION DATE","COMMENTS"
"GERMANY","DE","DUSD","XDUS","S","BOERSE DUESSELDORF - QUOTRIX MTF","","DUESSELDORF","","AUGUST 2008","ACTIVE","AUGUST 2008",""
"GERMANY","DE","XDUS","XDUS","O","BOERSE DUESSELDORF","","DUESSELDORF","WWW.BOERSE-DUESSELDORF.DE","SEPTEMBER 2007","ACTIVE","SEPTEMBER 2007",""
"GERMANY","DE","XQTX","XDUS","S","BOERSE DUESSELDORF - QUOTRIX","","DUESSELDORF","WWW.BOERSE-DUESSELDORF.DE","SEPTEMBER 2013","ACTIVE","SEPTEMBER 2013","ELECTRONIC TRADING SYSTEM FOR SHARES, BONDS, ETFs, INVESTMENT FUNDS"
"IRELAND","IE","XEBI","XEBI","O","ENERGY BROKING IRELAND GAS TRADING PLATFORM","EBI","DUBLIN","WWW.EBI.IE","OCTOBER 2015","ACTIVE","OCTOBER 2015","ELECTRONIC TRADING AND BROKING PLATFORM FOR OTC NATURAL GAS PHYSICAL SPOT TRANSACTIONS."
"GERMANY","DE","XECB","XECB","O","ECB EXCHANGE RATES","","FRANKFURT","WWW.ECB.EUROPA.EU","NOVEMBER 2012","ACTIVE","NOVEMBER 2012","EURO FOREIGN EXCHANGE REFERENCE RATES."
"GERMANY","DE","XECC","XECC","O","EUROPEAN COMMODITY CLEARING AG","ECC","LEIPZIG","WWW.ECC.DE","MAY 2012","ACTIVE","MAY 2012",""
"SAINT KITTS AND NEVIS","KN","XECS","XECS","O","EASTERN CARIBBEAN SECURITIES EXCHANGE","ECSE","BASSETERRE","WWW.ECSEONLINE.COM","JUNE 2005","ACTIVE","JUNE 2005",""
"UNITED STATES OF AMERICA","US","XELX","XELX","O","ELX","","NEW YORK","WWW.ELXFUTURES.COM","JUNE 2009","ACTIVE","JUNE 2009",""
"MEXICO","MX","XEMD","XEMD","O","MERCADO MEXICANO DE DERIVADOS","MEXDER","MEXICO","WWW.MEXDER.COM.MX","JUNE 2005","ACTIVE","JUNE 2005",""
"THE NETHERLANDS","NL","XEMS","XEMS","O","EMS EXCHANGE","","S-HERTOGENBOSCH","WWW.VANLANSCHOT.NL","SEPTEMBER 2012","ACTIVE","SEPTEMBER 2012","REGISTERED MARKET FOR SECURITIES, ELECTRONIC TRADING PLATFORM."
"GERMANY","DE","XETR","XETR","O","XETRA","XETRA","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","NOVEMBER 2016","ACTIVE","JUNE 2005",""
"GERMANY","DE","XETB","XETR","S","XETRA - FREIVERKEHR","XETRA","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","NOVEMBER 2016","ACTIVE","MARCH 2008",""
"GERMANY","DE","XETA","XETR","S","XETRA - REGULIERTER MARKT","XETRA","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","NOVEMBER 2016","ACTIVE","MARCH 2008",""
"GERMANY","DE","XERT","XEUP","S","EUREX REPO - TRIPARTY","","FRANKFURT","WWW.EUREXREPO.COM","NOVEMBER 2016","ACTIVE","DECEMBER 2015","EUREX REPO ELECTRONIC TRADING SEGMENT FOR TRIPARTY REPO."
"GERMANY","DE","XERE","XEUP","S","EUREX REPO - FUNDING AND FINANCING PRODUCTS","","FRANKFURT","WWW.EUREXREPO.COM","NOVEMBER 2016","ACTIVE","APRIL 2014","EUREX REPO ELECTRONIC TRADING PLATFORM FOR FUNDING AND FINANCING PRODUCTS."
"GERMANY","DE","XEUM","XEUP","S","EUREX REPO SECLEND MARKET","","FRANKFURT","WWW.EUREXREPO.COM","NOVEMBER 2016","ACTIVE","JANUARY 2012","ET IS NOW OPERATED FROM FRANKFURT (GERMANY)"
"GERMANY","DE","XEUP","XEUP","O","EUREX REPO GMBH","","FRANKFURT","WWW.EUREXREPO.COM","NOVEMBER 2016","ACTIVE","NOVEMBER 2005",""
"GERMANY","DE","XEUR","XEUR","O","EUREX DEUTSCHLAND","","FRANKFURT","WWW.EUREXCHANGE.COM","NOVEMBER 2016","ACTIVE","JUNE 2005",""
"JAPAN","JP","XFKA","XFKA","O","FUKUOKA STOCK EXCHANGE","","FUKUOKA","WWW.FSE.OR.JP","JUNE 2005","ACTIVE","JUNE 2005",""
"GERMANY","DE","XFRA","XFRA","O","DEUTSCHE BOERSE AG","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","JUNE 2005","ACTIVE","JUNE 2005",""
"GERMANY","DE","FRAA","XFRA","S","BOERSE FRANKFURT - REGULIERTER MARKT","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","MARCH 2008","ACTIVE","MARCH 2008",""
"GERMANY","DE","FRAB","XFRA","S","BOERSE FRANKFURT - FREIVERKEHR","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","MARCH 2008","ACTIVE","MARCH 2008",""
"HUNGARY","HU","XGAS","XGAS","O","CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD","","BUDAPEST","WWW.CEEGEX.COM","MAY 2013","ACTIVE","MAY 2013","CEEGEX IS A ORGANISED NATURAL GAS MARKET PROVIDING SERVICES FOR THE GAS MARKET PLAYERS WITHIN THE EUROPEAN ECONOMIC AREA (EEA)."
"UNITED KINGDOM","GB","XGCL","XGCL","O","GLOBAL COAL LIMITED","GLOBALCOAL","LONDON","WWW.GLOBALCOAL.COM","AUGUST 2013","ACTIVE","AUGUST 2013","MTF PLATFORM FOR OTC DERIVATIVES"
"GHANA","GH","XGHA","XGHA","O","GHANA STOCK EXCHANGE","","ACCRA","WWW.GSE.COM.GH","JUNE 2005","ACTIVE","JUNE 2005",""
"ITALY","IT","XGME","XGME","O","GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE","IPEX/GME","ROMA","WWW.MERCATOELETTRICO.ORG","APRIL 2009","ACTIVE","APRIL 2009","ITALIAN POWER EXCHANGE"
"UNITED STATES OF AMERICA","US","XGMX","XGMX","O","GLOBALCLEAR MERCANTILE EXCHANGE","GMX","GUAYNABO","WWW.GMEGROUP.US","AUGUST 2014","ACTIVE","NOVEMBER 2012","ELECTRONIC TRADING PLATFORM FOR COMMODITIES, CFDS, CREDIT, FUTURES, METALS, AND NEW MARKETS."
"GEORGIA","GE","XGSE","XGSE","O","GEORGIA STOCK EXCHANGE","GSE","TBILISI","WWW.GSE.GE","JUNE 2005","ACTIVE","JUNE 2005",""
"GUATEMALA","GT","XGTG","XGTG","O","BOLSA DE VALORES NACIONAL SA","","GUATEMALA","WWW.BVNSA.COM.GT","JUNE 2005","ACTIVE","JUNE 2005",""
"ECUADOR","EC","XGUA","XGUA","O","BOLSA DE VALORES DE GUAYAQUIL","","GUAYAQUIL","WWW.MUNDOBVG.COM","JUNE 2011","ACTIVE","JUNE 2011",""
"GERMANY","DE","HAMA","XHAM","S","BOERSE HAMBURG - REGULIERTER MARKT","","HAMBURG","","FEBRUARY 2008","ACTIVE","FEBRUARY 2008",""
"GERMANY","DE","HAMB","XHAM","S","BOERSE HAMBURG - FREIVERKEHR","","HAMBURG","","FEBRUARY 2008","ACTIVE","FEBRUARY 2008",""
"GERMANY","DE","XHAM","XHAM","O","HANSEATISCHE WERTPAPIERBOERSE HAMBURG","","HAMBURG","WWW.BOERSENAG.DE","JUNE 2005","ACTIVE","JUNE 2005",""
"GERMANY","DE","HAMM","XHAM","S","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT","","HAMBURG","WWW.BOERSENAG.DE","SEPTEMBER 2016","ACTIVE","APRIL 2016",""
"GERMANY","DE","HAML","XHAM","S","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE","","HAMBURG","WWW.BOERSENAG.DE","SEPTEMBER 2016","ACTIVE","APRIL 2016",""
"GERMANY","DE","HAMN","XHAM","S","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR","","HAMBURG","WWW.BOERSENAG.DE","SEPTEMBER 2016","ACTIVE","APRIL 2016",""
"GERMANY","DE","HANB","XHAN","S","BOERSE HANNOVER - FREIVERKEHR","","HANNOVER","","FEBRUARY 2008","ACTIVE","FEBRUARY 2008",""
"GERMANY","DE","HANA","XHAN","S","BOERSE HANNOVER - REGULIERTER MARKT","","HANNOVER","","FEBRUARY 2008","ACTIVE","FEBRUARY 2008",""
"GERMANY","DE","XHAN","XHAN","O","NIEDERSAECHSISCHE BOERSE ZU HANNOVER","","HANNOVER","WWW.BOERSENAG.DE","JUNE 2005","ACTIVE","JUNE 2005",""
"FINLAND","FI","MNFI","XHEL","S","FIRST NORTH FINLAND - AUCTION ON DEMAND","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","JUNE 2016","ACTIVE","JUNE 2016",""
"FINLAND","FI","FNFI","XHEL","S","FIRST NORTH FINLAND","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2015","ACTIVE","MARCH 2008","FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS."
"FINLAND","FI","DNFI","XHEL","S","FIRST NORTH FINLAND - NORDIC@MID","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2015","ACTIVE","NOVEMBER 2015","NORDIC@MID DARK POOL FOR FIRST NORTH FINLAND"
"FINLAND","FI","XHEL","XHEL","O","NASDAQ HELSINKI LTD","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","DECEMBER 2015","ACTIVE","JANUARY 2011",""
"FINLAND","FI","DHEL","XHEL","S","NASDAQ HELSINKI LTD - NORDIC@MID","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","DECEMBER 2015","ACTIVE","NOVEMBER 2015","NORDIC@MID DARK POOL FOR XHEL"
"FINLAND","FI","MHEL","XHEL","S","NASDAQ HELSINKI LTD -  AUCTION ON DEMAND","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","JUNE 2016","ACTIVE","JUNE 2016",""
"HONG KONG","HK","XHKF","XHKF","O","HONG KONG FUTURES EXCHANGE LTD.","HKFE","HONG KONG","WWW.HKEX.COM.HK","JUNE 2005","ACTIVE","JUNE 2005",""
"HONG KONG","HK","XHKG","XHKG","O","HONG KONG EXCHANGES AND CLEARING LTD","HKEX","HONG KONG","WWW.HKEX.COM.HK","JUNE 2011","ACTIVE","JUNE 2011","HONG KONG EXCHANGES AND CLEARING LIMITED, OR HKEX, OPERATES A SECURITIES MARKET AND A DERIVATIVES MARKET IN HONG KONG AND THE CLEARING HOUSES FOR THOSE MARKETS."
"HONG KONG","HK","SHSC","XHKG","S","STOCK EXCHANGE OF HONG KONG LIMITED - SHANGHAI - HONG KONG STOCK CONNECT","SEHK","HONG KONG","WWW.HKEX.COM.HK","AUGUST 2014","ACTIVE","AUGUST 2014","MAINLAND INVESTORS TRADING IN SEHK SECURITIES UNDER SHANGHAI-HONG KONG STOCK CONNECT"
"HONG KONG","HK","SZSC","XHKG","S","STOCK EXCHANGE OF HONG KONG LIMITED - SHENZHEN - HONG KONG STOCK CONNECT","SEHK","HONG KONG","WWW.HKEX.COM.HK","SEPTEMBER 2016","ACTIVE","SEPTEMBER 2016","MAINLAND INVESTORS TRADING IN SEHK SECURITIES UNDER SHENZHEN-HONG KONG STOCK CONNECT."
"HONG KONG","HK","XGEM","XHKG","S","HONG KONG GROWTH ENTERPRISES MARKET","HK GEM","HONG KONG","WWW.HKGEM.COM","JUNE 2005","ACTIVE","JUNE 2005",""
"AZERBAIJAN","AZ","XIBE","XIBE","O","BAKU INTERBANK CURRENCY EXCHANGE","","BAKU","WWW.BBVB.ORG","JUNE 2005","ACTIVE","JUNE 2005",""
"ICELAND","IS","FNIS","XICE","S","FIRST NORTH ICELAND","","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2015","ACTIVE","NOVEMBER 2015","FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS."
"ICELAND","IS","MICE","XICE","S","NASDAQ ICELAND HF. - AUCTION ON DEMAND","","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","JUNE 2016","ACTIVE","JUNE 2016",""
"ICELAND","IS","XICE","XICE","O","NASDAQ ICELAND HF.","ICEX","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","DECEMBER 2015","ACTIVE","MAY 2010",""
"ICELAND","IS","DNIS","XICE","S","FIRST NORTH ICELAND - NORDIC@MID","","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2015","ACTIVE","NOVEMBER 2015","NORDIC@MID DARK POOL FOR FIRST NORTH ICELAND"
"ICELAND","IS","DICE","XICE","S","NASDAQ ICELAND HF. - NORDIC@MID","ICEX","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","DECEMBER 2015","ACTIVE","NOVEMBER 2015","NORDIC@MID DARK POOL FOR XICE"
"ICELAND","IS","MNIS","XICE","S","FIRST NORTH ICELAND - AUCTION ON DEMAND","","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","JUNE 2016","ACTIVE","JUNE 2016",""
"CANADA","CA","XICX","XICX","O","INSTINET CANADA CROSS","","TORONTO","WWW.INSTINET.COM","NOVEMBER 2010","ACTIVE","NOVEMBER 2010","ALTERNATIVE CANADIAN MARKETPLACE TO REGISTERED INVESTMENT DEALERS AND THEIR CLIENTS TO TRADE CANADIAN LISTED EQUITIES."
"INDONESIA","ID","XIDX","XIDX","O","INDONESIA STOCK EXCHANGE","IDX","JAKARTA","WWW.IDX.CO.ID","APRIL 2008","ACTIVE","APRIL 2008","THE JAKARTA (JSX) AND SURABAYA (SSX) STOCK EXCHANGES HAVE MERGED TO BECOME THE INDONESIA STOCK EXCHANGE (IDX)."
"HONG KONG","HK","XIHK","XIHK","O","INSTINET PACIFIC LTD","","HONG KONG","WWW.INSTINET.COM","FEBRUARY 2009","ACTIVE","FEBRUARY 2009",""
"NORWAY","NO","XIMA","XIMA","O","INTERNATIONAL MARTIME EXCHANGE","IMAREX","OSLO","WWW.IMAREX.COM","JUNE 2006","ACTIVE","JUNE 2006",""
"INDIA","IN","XIMC","XIMC","O","MULTI COMMODITY EXCHANGE OF INDIA LTD.","MCX","MUMBAI","WWW.MCXINDIA.COM","APRIL 2006","ACTIVE","APRIL 2006",""
"UNITED STATES OF AMERICA","US","ICRO","XINS","S","INSTINET VWAP CROSS","","NEW YORK","WWW.INSTINET.COM","JUNE 2009","ACTIVE","JUNE 2009","CALL MARKET CROSS PRICED AT THE DAY'S VWAP FOR US EQUITIES."
"UNITED STATES OF AMERICA","US","XINS","XINS","O","INSTINET","","NEW YORK","WWW.INSTINET.COM","MARCH 2013","ACTIVE","MARCH 2013",""
"UNITED STATES OF AMERICA","US","ICBX","XINS","S","INSTINET CBX (US)","","NEW YORK","WWW.INSTINET.COM","NOVEMBER 2008","ACTIVE","NOVEMBER 2008","CONTINUOUS BLOCK CROSSING DESTINATION FOR US EQUITIES."
"UNITED STATES OF AMERICA","US","MOCX","XINS","S","MOC CROSS","MOCX","NEW YORK","WWW.INSTINET.COM","FEBRUARY 2015","ACTIVE","FEBRUARY 2015","POINT IN TIME CROSSES THAT ALLOWS PARTICIPANTS TO CROSS MOC ORDERS FOR US EQUITIES."
"GERMANY","DE","XINV","XINV","O","INVESTRO","","FRANKFURT","WWW.INVESTRO.DE","OCTOBER 2008","ACTIVE","OCTOBER 2008","SETTLEMENT PLATFORM FOR CSD AND NON CSD FUNDS."
"IRAQ","IQ","XIQS","XIQS","O","IRAQ STOCK EXCHANGE","ISX","BAGHDAD","WWW.ISX-IQ.NET","OCTOBER 2011","ACTIVE","OCTOBER 2011",""
"TURKEY","TR","XPMS","XIST","S","BORSA ISTANBUL - PRECIOUS METALS AND DIAMONDS MARKETS","","ISTANBUL","WWW.BORSAISTANBUL.COM","JANUARY 2014","ACTIVE","JANUARY 2014","PRECIOUS METALS AND DIAMONDS MARKETS"
"TURKEY","TR","XFNO","XIST","S","BORSA ISTANBUL - FUTURES AND OPTIONS MARKET","","ISTANBUL","WWW.BORSAISTANBUL.COM","JANUARY 2014","ACTIVE","JANUARY 2014","FUTURES AND OPTIONS MARKET"
"TURKEY","TR","XDSM","XIST","S","BORSA ISTANBUL - DEBT SECURITIES MARKET","","ISTANBUL","WWW.BORSAISTANBUL.COM","JANUARY 2014","ACTIVE","JANUARY 2014","DEBT SECURITIES MARKET"
"TURKEY","TR","XIST","XIST","O","BORSA ISTANBUL","","ISTANBUL","WWW.BORSAISTANBUL.COM","MAY 2013","ACTIVE","JUNE 2005","CHANGE OF MARKET NAME AND MARKET WEBSITE"
"TURKEY","TR","XEQY","XIST","S","BORSA ISTANBUL - EQUITY MARKET","","ISTANBUL","WWW.BORSAISTANBUL.COM","JANUARY 2014","ACTIVE","JANUARY 2014","EQUITY MARKET"
"UNITED STATES OF AMERICA","US","XISE","XISX","S","INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES","ISE","NEW YORK","WWW.ISE.COM","JUNE 2008","ACTIVE","JUNE 2008","EQUITIES. ELECTRONIC MARKETPLACE."
"UNITED STATES OF AMERICA","US","GMNI","XISX","S","ISE GEMINI EXCHANGE","","NEW YORK","WWW.ISE.COM","MAY 2013","ACTIVE","MAY 2013","ISE GEMINI EXCHANGE IS A NATIONAL SECURITIES EXCHANGE REGISTERED WITH THE UNITED STATES SECURITIES & EXCHANGE COMMISSION. ISE GEMINI EXCHANGE WILL FACILITATE THE ELECTRONIC TRADING OF EQUITY & INDEX OPTIONS."
"UNITED STATES OF AMERICA","US","MCRY","XISX","S","ISE MERCURY, LLC","","NEW YORK","WWW.ISE.COM","OCTOBER 2014","ACTIVE","JUNE 2005","ISE MERCURY WILL BE A NATIONAL SECURITIES EXCHANGE REGISTERED WITH THE US SEC.  ISE MERCURY WILL FACILITATE THE ELECTRONIC TRADING OF EQUITY AND INDEX OPTIONS. TARGETED LAUNCH: FIRST HALF OF 2015."
"UNITED STATES OF AMERICA","US","XISA","XISX","S","INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS","ISE","NEW YORK","WWW.ISE.COM","JUNE 2008","ACTIVE","JUNE 2008","PARIMUTUEL, ELETRONIC TRADING PLATFORM FOR DERIVATIVES."
"UNITED STATES OF AMERICA","US","XISX","XISX","O","INTERNATIONAL SECURITIES EXCHANGE, LLC","ISE","NEW YORK","WWW.ISE.COM","OCTOBER 2014","ACTIVE","JUNE 2005",""
"JAMAICA","JM","XJAM","XJAM","O","JAMAICA STOCK EXCHANGE","","KINGSTON","WWW.JAMSTOCKEX.COM","JUNE 2005","ACTIVE","JUNE 2005",""
"INDONESIA","ID","XJNB","XJNB","O","JAKARTA NEGOTIATED BOARD","","JAKARTA","","JUNE 2005","ACTIVE","JUNE 2005",""
"JAPAN","JP","XTK1","XJPX","S","TOKYO STOCK EXCHANGE - TOSTNET-1","","TOKYO","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JANUARY 2006",""
"JAPAN","JP","XTKS","XJPX","S","TOKYO STOCK EXCHANGE","TSE","TOKYO","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JUNE 2005",""
"JAPAN","JP","XOSE","XJPX","S","OSAKA EXCHANGE","OSE","OSAKA","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JUNE 2005",""
"JAPAN","JP","XTAM","XJPX","S","TOKYO STOCK EXCHANGE-TOKYO PRO MARKET","","TOKYO","WWW.JPX.CO.JP","MAY 2016","ACTIVE","MARCH 2009","REGISTERED MARKET FOR EQUITIES IN JAPAN."
"JAPAN","JP","XTK3","XJPX","S","TOKYO STOCK EXCHANGE - TOSTNET-3","","TOKYO","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JULY 2011","TOKYO STOCK EXCHANGE'S TOSTNET-3 MARKET IS AN OFF-AUCTION MARKET DESIGNED FOR ISSUER'S SHARE BUYBACK."
"JAPAN","JP","XTK2","XJPX","S","TOKYO STOCK EXCHANGE - TOSTNET-2","","TOKYO","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JANUARY 2006",""
"JAPAN","JP","XJPX","XJPX","O","JAPAN EXCHANGE GROUP","JPX","TOKYO","WWW.JPX.CO.JP","MARCH 2013","ACTIVE","JANUARY 2013",""
"JAPAN","JP","XOSJ","XJPX","S","OSAKA EXCHANGE J-NET","J-NET","OSAKA","WWW.JPX.CO.JP","MAY 2016","ACTIVE","JANUARY 2006",""
"SOUTH AFRICA","ZA","XBES","XJSE","S","JSE CASH BOND MARKET","BESA","JOHANNESBURG","WWW.JSE.CO.ZA","APRIL 2015","ACTIVE","MARCH 2011","JSE – FORMER BOND EXCHANGE OF SOUTH AFRICA."
"SOUTH AFRICA","ZA","XJSE","XJSE","O","JOHANNESBURG STOCK EXCHANGE","JSE","JOHANNESBURG","WWW.JSE.CO.ZA","MARCH 2011","ACTIVE","MARCH 2011",""
"SOUTH AFRICA","ZA","ALTX","XJSE","S","JSE ALTERNATE EXCHANGE","ALTX","JOHANNESBURG","WWW.JSE.CO.ZA/MARKETS/ALTX.ASPX","APRIL 2015","ACTIVE","AUGUST 2006",""
"SOUTH AFRICA","ZA","XSAF","XJSE","S","JSE EQUITY DERIVATIVES MARKET","SAFEX","JOHANNESBURG","WWW.SAFEX.CO.ZA","APRIL 2015","ACTIVE","JUNE 2005",""
"SOUTH AFRICA","ZA","XSFA","XJSE","S","JSE COMMODITY DERIVATIVES MARKET","SAFEX","JOHANNESBURG","WWW.SAFEX.CO.ZA","APRIL 2015","ACTIVE","JUNE 2005",""
"SOUTH AFRICA","ZA","YLDX","XJSE","S","JSE INTEREST RATE DERIVATIVES MARKET","","JOHANNESBURG","WWW.YIELDX.CO.ZA","APRIL 2015","ACTIVE","JUNE 2005",""
"JAPAN","JP","XKAC","XKAC","O","OSAKA DOJIMA COMMODITY EXCHANGE","ODE","OSAKA","WWW.ODE.OR.JP","MARCH 2017","ACTIVE","JUNE 2005","FUTURES EXCHANGE. PREVIOUSLY KNOWN AS THE KANSAI COMMODITIES EXCHANGE."
"KAZAKHSTAN","KZ","XKAZ","XKAZ","O","KAZAKHSTAN STOCK EXCHANGE","KAZE","ALMA-ATA","WWW.KASE.KZ","JUNE 2005","ACTIVE","JUNE 2005",""
"UZBEKISTAN","UZ","XKCE","XKCE","O","KHOREZM INTERREGION COMMODITY EXCHANGE","","TASHKENT","","JUNE 2005","ACTIVE","JUNE 2005",""
"KOREA, REPUBLIC OF","KR","XKFB","XKFB","O","KOREA FREEBOARD MARKET","","SEOUL","WWW.KSDA.OR.KR/ENGLISH/INVEST/OTC_OVERVIEW.CFM","AUGUST 2010","ACTIVE","AUGUST 2010","FREEBOARD IS A NEW MARKET FOR COMPANIES LISTED, NEITHER ON THE STOCK MARKET DIVISION NOR ON THE KOSDAQ MARKET DIVISION OF KRX."
"SUDAN","SD","XKHA","XKHA","O","KHARTOUM STOCK EXCHANGE","KSE","KHARTOUM","WWW.KSE.COM.SD","JUNE 2005","ACTIVE","JUNE 2005",""
"UKRAINE","UA","XKHR","XKHR","O","KHARKOV COMMODITY EXCHANGE","","KHARKOV","WWW.XTB.COM.UA","JUNE 2005","ACTIVE","JUNE 2005",""
"UKRAINE","UA","XKIE","XKIE","O","KIEV UNIVERSAL EXCHANGE","","KIEV","WWW.KUE.KIEV.UA","JUNE 2005","ACTIVE","JUNE 2005",""
"UKRAINE","UA","XKIS","XKIS","O","KIEV INTERNATIONAL STOCK EXCHANGE","KISE","KIEV","WWW.KISE-UA.COM","JUNE 2006","ACTIVE","JUNE 2006",""
"MALAYSIA","MY","XKLS","XKLS","O","BURSA MALAYSIA","","KUALA LUMPUR","WWW.BURSAMALAYSIA.COM","JUNE 2005","ACTIVE","JUNE 2005",""
"MALAYSIA","MY","MESQ","XKLS","S","ACE MARKET","","KUALA LUMPUR","WWW.BURSAMALAYSIA.COM","MAY 2010","ACTIVE","MAY 2010","THE MESDAQ IS DESIGNED FOR HIGH-GROWTH COMPANIES AND TECHNOLOGY INTENSIVE INDUSTRIES."
"KOREA, REPUBLIC OF","KR","XKON","XKRX","S","KOREA NEW EXCHANGE","KONEX","SEOUL","","JANUARY 2016","ACTIVE","JUNE 2013","KOREA THIRD OFFICIAL EXCHANGE - LAUNCH DATE: JULY 1ST 2013"
"KOREA, REPUBLIC OF","KR","XKRX","XKRX","O","KOREA EXCHANGE (STOCK MARKET)","KRX SM","SEOUL","HTTP://ENG.KRX.CO.KR","SEPTEMBER 2013","ACTIVE","JULY 2008",""
"KOREA, REPUBLIC OF","KR","XKFE","XKRX","S","KOREA EXCHANGE (FUTURES MARKET)","KRX FM","SEOUL","HTTP://ENG.KRX.CO.KR","SEPTEMBER 2013","ACTIVE","JULY 2008",""
"KOREA, REPUBLIC OF","KR","XKOS","XKRX","S","KOREA EXCHANGE (KOSDAQ)","KOSDAQ","SEOUL","HTTP://ENG.KRX.CO.KR","SEPTEMBER 2013","ACTIVE","NOVEMBER 2006",""
"KOREA, REPUBLIC OF","KR","XKCM","XKRX","S","KOREA EXCHANGE COMMODITY MARKET","","SEOUL","KCM.KRX.CO.KR","DECEMBER 2015","ACTIVE","DECEMBER 2015","REGISTERED MARKET FOR COMMODITY SUCH AS GOLD, PETRO, ETC"
"KOREA, REPUBLIC OF","KR","XKEM","XKRX","S","KOREA EXCHANGE EMISSIONS MARKET","","SEOUL","KCM.KRX.CO.KR","DECEMBER 2015","ACTIVE","DECEMBER 2015","REGISTERED MARKET FOR EMISSIONS."
"KYRGYZSTAN","KG","XKSE","XKSE","O","KYRGYZ STOCK EXCHANGE","KSE","BISHKEK","WWW.KSE.KG","MARCH 2007","ACTIVE","MARCH 2007",""
"KUWAIT","KW","XKUW","XKUW","O","KUWAIT STOCK EXCHANGE","","KUWAIT","WWW.KUWAITSE.COM","MARCH 2007","ACTIVE","MARCH 2007",""
"LAOS","LA","XLAO","XLAO","O","LAO SECURITIES EXCHANGE","LSX","LAO","WWW.LSX.COM.LA","FEBRUARY 2011","ACTIVE","FEBRUARY 2011",""
"UNITED KINGDOM","GB","XLBM","XLBM","O","LONDON BULLION MARKET","","LONDON","WWW.LBMA.ORG.UK","JUNE 2005","ACTIVE","JUNE 2005",""
"MALAYSIA","MY","XLFX","XLFX","O","LABUAN INTERNATIONAL FINANCIAL EXCHANGE","LFX","LABUAN","LFXSYS.LFX.COM.MY","JUNE 2005","ACTIVE","JUNE 2005",""
"PERU","PE","XLIM","XLIM","O","BOLSA DE VALORES DE LIMA","BVL","LIMA","WWW.BVL.COM.PE","JUNE 2005","ACTIVE","JUNE 2005",""
"PORTUGAL","PT","MFOX","XLIS","S","EURONEXT - MERCADO DE FUTUROS E OPÇÕES","","LISBOA","WWW.EURONEXT.COM","APRIL 2015","ACTIVE","NOVEMBER 2007",""
"PORTUGAL","PT","WQXL","XLIS","S","EURONEXT - MARKET WITHOUT QUOTATIONS LISBON","","LISBOA","WWW.EURONEXT.COM","APRIL 2015","ACTIVE","AUGUST 2007",""
"LITHUANIA","LT","FNLT","XLIT","S","FIRST NORTH LITHUANIA","","VILNIUS","WWW.NASDAQBALTIC.COM","NOVEMBER 2015","ACTIVE","OCTOBER 2009","FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS."
